Et√†,Anno,Totale maschi,Totale femmine,Totale,Totale maschi -1,Totale femmine -1,Totale -1,Totale maschi -2,Totale femmine -2,Totale -2,Totale maschi -3,Totale femmine -3,Totale -3,Totale maschi -4,Totale femmine -4,Totale -4,Totale maschi -5,Totale femmine -5,Totale -5
28,2008,363503,364074,727577,379164,376888,756052,393742,389662,783404,412893,407051,819944,428659,424542,853201,437850,433779,871629
29,2008,386180,385870,772050,395887,393743,789630,416459,411811,828270,437439,431387,868826,448424,442804,891228,439903,435836,875739
30,2008,403625,402587,806212,419203,415645,834848,441351,435936,877287,458047,450310,908357,450364,444881,895245,448219,442410,890629
31,2008,425683,422915,848598,442601,438260,880861,461266,453706,914972,457801,450376,908177,456859,449922,906781,455203,450846,906049
32,2008,447933,443171,891104,462439,454605,917044,459777,451659,911436,463228,453289,916517,462571,456185,918756,451136,445597,896733
33,2008,467245,460251,927496,460224,453181,913405,464904,455407,920311,468201,460369,928570,457971,451459,909430,465028,461043,926071
34,2008,462096,460656,922752,463331,459122,922453,467438,464536,931974,460899,457946,918845,469602,468564,938166,457385,456301,913686
35,2008,466632,465106,931738,467274,466619,933893,462075,460582,922657,474151,473035,947186,463072,462766,925838,460877,458942,919819
36,2008,472354,472826,945180,464434,462788,927222,477339,475700,953039,470096,467856,937952,468023,465602,933625,477416,473160,950576
37,2008,469273,468507,937780,478937,477430,956367,472784,470222,943006,473727,470176,943903,482495,478432,960927,477485,473605,951090
38,2008,482930,483137,966067,474035,472148,946183,475515,472746,948261,486243,482275,968518,481752,478694,960446,483036,479357,962393
39,2008,478400,478454,956854,476746,475018,951764,487387,484183,971570,485593,482353,967946,487346,484752,972098,454341,454837,909178
40,2008,480755,481438,962193,488108,485635,973743,486880,484224,971104,490976,488695,979671,457723,459547,917270,439998,442069,882067
41,2008,490373,489863,980236,487497,485734,973231,492378,490626,983004,460659,462906,923565,443012,446588,889600,433225,435946,869171
42,2008,489613,490036,979649,493251,492444,985695,461575,464407,925982,445520,449790,895310,435760,440128,875888,419136,423380,842516
43,2008,495533,496959,992492,462179,465487,927666,446377,450933,897310,438022,443048,881070,421790,427543,849333,410671,411876,822547
44,2008,463954,469596,933550,446767,451975,898742,438555,443897,882452,423870,430326,854196,412856,416218,829074,392243,394841,787084
45,2008,448265,455810,904075,438494,444451,882945,424416,431069,855485,414488,419149,833637,394084,399170,793254,388256,391550,779806
46,2008,439688,448052,887740,424553,431844,856397,414955,420317,835272,395662,402090,797752,390153,395790,785943,384351,389609,773960
47,2008,425787,435261,861048,414912,421228,836140,395992,403259,799251,391635,398808,790443,385739,393117,778856,378853,385681,764534
48,2008,416045,424935,840980,396063,404105,800168,392042,399928,791970,386663,395331,781994,379828,388804,768632,373916,382940,756856
49,2008,396829,407729,804558,392193,400913,793106,386670,396119,782789,380393,390794,771187,374653,385857,760510,360227,366647,726874
50,2008,392965,404287,797252,386436,396592,783028,380353,391288,771641,375107,387726,762833,360668,369278,729946,357512,367501,725013
51,2008,386760,399249,786009,380016,391722,771738,374862,388098,762960,360983,370766,731749,357415,369567,726982,357837,369751,727588
52,2008,380077,394014,774091,374289,388358,762647,360499,370966,731465,357060,370502,727562,357542,371308,728850,373104,386000,759104
53,2008,374124,390083,764207,359774,371017,730791,356134,370252,726386,356991,372136,729127,372660,387108,759768,375899,386387,762286
54,2008,359231,372385,731616,355056,369884,724940,356039,371719,727758,371915,387512,759427,375286,387904,763190,393241,405584,798825
55,2008,354195,370517,724712,354803,371149,725952,370733,386857,757590,374437,388683,763120,392493,406848,799341,385362,397342,782704
56,2008,353747,371360,725107,369328,386128,755456,373156,388456,761612,391557,407521,799078,384614,398449,783063,386795,402532,789327
57,2008,367886,386054,753940,371721,388218,759939,390110,407359,797469,383681,399049,782730,385746,403026,788772,302262,316371,618633
58,2008,370235,388409,758644,388384,407054,795438,382254,398942,781196,384503,403179,787682,300793,316320,617113,310098,326244,636342
59,2008,386674,407058,793732,380597,398676,779273,382853,402724,785577,299134,315927,615061,308524,326114,634638,313625,334181,647806
60,2008,378750,398634,777384,380949,402187,783136,297257,315168,612425,306795,325806,632601,311934,333825,645759,312448,336164,648612
61,2008,378777,401801,780578,295240,314166,609406,304815,325030,629845,309907,333183,643090,310251,335319,645570,314989,341841,656830
62,2008,292974,313273,606247,302549,324137,626686,307286,332085,639371,307862,334179,642041,312485,340670,653155,346471,378480,724951
63,2008,300216,323161,623377,304824,331023,635847,305216,332775,637991,309759,339406,649165,343399,377030,720429,342175,372755,714930
64,2008,302014,329745,631759,302330,331289,633619,306656,337812,644468,340142,375270,715412,338754,371531,710285,330833,363759,694592
65,2008,299525,329688,629213,303552,336232,639784,336566,373404,709970,335224,370117,705341,327434,362478,689912,304794,339141,643935
66,2008,300281,334244,634525,332664,371203,703867,331291,368160,699451,323834,361028,684862,301424,337787,639211,288470,327779,616249
67,2008,328524,368827,697351,326901,366025,692926,319595,358951,678546,297531,336316,633847,284153,325670,609823,294246,337314,631560
68,2008,322183,363578,685761,314914,356823,671737,293170,334367,627537,279574,323362,602936,289320,334836,624156,283133,329963,613096
69,2008,309955,354476,664431,288608,332305,620913,274546,320704,595250,284005,332101,616106,277868,327241,605109,274779,324493,599272
70,2008,283630,329875,613505,269358,317682,587040,278203,328968,607171,272377,324361,596738,268910,321349,590259,262273,319013,581286
71,2008,263806,314379,578185,272415,325689,598104,266279,321104,587383,262821,318004,580825,255734,315206,570940,260102,322608,582710
72,2008,266016,321952,587968,259950,317518,577468,255973,314310,570283,249060,311399,560459,252750,318217,570967,262663,334410,597073
73,2008,253261,313658,566919,248837,310132,558969,241826,306840,548666,245250,313627,558877,254691,329365,584056,234806,304704,539510
74,2008,241432,305605,547037,234543,302067,536610,237340,308467,545807,246467,324117,570584,226546,299420,525966,224282,299405,523687
75,2008,226560,296773,523333,229293,302897,532190,237669,317998,555667,218297,294109,512406,215526,293746,509272,214050,292910,506960
76,2008,220503,296747,517250,228663,311500,540163,209551,288040,497591,206827,287957,494784,205374,286665,492039,198355,283855,482210
77,2008,219222,304305,523527,200616,281460,482076,197589,281336,478925,196987,280532,477519,189198,276807,466005,186635,276515,463150
78,2008,191462,274199,465661,188203,274293,462496,187874,273248,461122,180024,269595,449619,176881,268535,445416,173240,265108,438348
79,2008,178378,266285,444663,178794,265384,444178,170586,261379,431965,167624,260379,428003,163588,256538,420126,159921,258060,417981
80,2008,168826,256626,425452,160877,252818,413695,157199,251114,408313,153267,247719,400986,148236,248691,396927,144806,247392,392198
81,2008,150518,242848,393366,147084,241154,388238,142361,237869,380230,136382,239120,375502,133013,237164,370177,129717,234367,364084
82,2008,136173,230169,366342,129904,227369,357273,124189,228040,352229,122668,227127,349795,118645,223016,341661,116995,219408,336403
83,2008,117044,215473,332517,113418,215783,329201,111451,215469,326920,108680,211874,320554,103118,207775,310893,70850,133133,203983
84,2008,102624,202735,305359,100431,202869,303300,98080,198579,296659,92784,194478,287262,63598,124334,187932,48660,94892,143552
85,2008,90132,189124,279256,88176,184893,273069,82922,179652,262574,56943,116046,172989,43065,87596,130661,45434,91165,136599
86,2008,78360,169886,248246,73670,164603,238273,50186,106521,156707,37860,80679,118539,39566,83029,122595,50189,104160,154349
87,2008,64516,148854,213370,43676,97199,140875,32713,73163,105876,34425,75875,110300,42904,93491,136395,54627,118198,172825
88,2008,37613,87179,124792,27997,65858,93855,29349,67976,97325,36736,84009,120745,46042,103055,149097,47420,105238,152658
89,2008,23577,58362,81939,24918,60276,85194,30671,73887,104558,38602,90145,128747,39049,88777,127826,40424,91227,131651
90,2008,20626,52648,73274,25460,64430,89890,31493,77438,108931,32179,77023,109202,32661,77057,109718,32581,79856,112437
91,2008,20518,55188,75706,25690,66167,91857,25952,65223,91175,26330,65662,91992,25684,66372,92056,23915,63138,87053
92,2008,20285,55527,75812,20481,55024,75505,20568,54320,74888,20232,55571,75803,18343,51390,69733,18639,51320,69959
93,2008,15939,45437,61376,15945,44855,60800,15515,45028,60543,14184,42065,56249,14038,40661,54699,12293,37424,49717
94,2008,12071,36006,48077,11716,36080,47796,10572,33072,43644,10680,32529,43209,8989,28824,37813,8472,28133,36605
95,2008,8642,28062,36704,7690,25859,33549,7635,24872,32507,6613,22377,28990,5973,20981,26954,5312,18999,24311
96,2008,5502,19552,25054,5490,18856,24346,4583,16539,21122,4264,15791,20055,3605,13889,17494,3718,13536,17254
97,2008,3779,13780,17559,3218,12138,15356,2831,11240,14071,2483,10275,12758,2461,9519,11980,2386,9411,11797
98,2008,2136,8735,10871,1869,8019,9888,1647,7078,8725,1668,6837,8505,1531,6370,7901,1406,6237,7643
99,2008,1196,5447,6643,1048,4897,5945,1062,4620,5682,1005,4406,5411,891,4080,4971,867,3835,4702
100,2008,1701,7874,9575,1649,7473,9122,1544,6994,8538,1479,6616,8095,1298,5902,7200,1201,5892,7093
0,2009,293072,277719,570791,288756,271944,560700,286772,270112,556884,284192,266935,551127,286668,271832,558500,278646,263677,542323
1,2009,289814,273207,563021,288524,271504,560028,285122,267748,552870,287042,272025,559067,280318,265278,545596,276225,261795,538020
2,2009,289944,272696,562640,286884,269262,556146,287756,272591,560347,281879,266608,548487,277714,263146,540860,272492,258551,531043
3,2009,288619,270574,559193,289244,273756,563000,283181,267627,550808,279355,264413,543768,274944,260601,535545,276432,261075,537507
4,2009,290529,274598,565127,285321,269433,554754,280469,265313,545782,277441,262690,540131,279102,263227,542329,273990,260074,534064
5,2009,287063,270900,557963,282742,267184,549926,279460,264439,543899,281795,265491,547286,276032,261655,537687,271068,255691,526759
6,2009,284550,268736,553286,282598,267034,549632,284001,267379,551380,278094,263408,541502,273850,257911,531761,269528,254912,524440
7,2009,285368,269411,554779,287279,270292,557571,279757,264807,544564,276553,260177,536730,272135,257132,529267,272244,257186,529430
8,2009,290042,272701,562743,282488,267348,549836,278803,262072,540875,275112,259534,534646,274460,259097,533557,271960,256652,528612
9,2009,285047,269448,554495,281966,265015,546981,277410,261546,538956,277046,261330,538376,274212,258543,532755,273769,258991,532760
10,2009,285051,267642,552693,280671,264459,545130,279129,263197,542326,276727,260691,537418,276572,261384,537956,280940,266114,547054
11,2009,283706,267301,551007,282171,265753,547924,278806,262371,541177,279200,263731,542931,283426,268196,551622,292147,277352,569499
12,2009,285188,268183,553371,281692,264971,546663,281462,265673,547135,286021,270519,556540,294367,279228,573595,293603,277577,571180
13,2009,284612,267326,551938,284599,268422,553021,288104,272356,560460,296917,281367,578284,295477,279174,574651,295636,280467,576103
14,2009,287739,270945,558684,291052,274967,566019,298835,283180,582015,297319,280850,578169,297175,281817,578992,290590,276020,566610
15,2009,294126,277490,571616,301582,285630,587212,298832,282180,581012,299218,283513,582731,292249,277460,569709,293625,277257,570882
16,2009,304613,288086,592699,301159,284263,585422,300870,284947,585817,294591,279275,573866,295661,278906,574567,282748,267161,549909
17,2009,304083,286492,590575,303591,287081,590672,296764,280948,577712,298336,281105,579441,285199,269013,554212,288237,273276,561513
18,2009,307832,290183,598015,300965,283930,584895,301680,283555,585235,288892,271940,560832,290868,275284,566152,298093,283976,582069
19,2009,305747,288569,594316,306687,288143,594830,291544,274802,566346,292517,277242,569759,299618,285877,585495,303438,288369,591807
20,2009,311275,294037,605312,296922,281136,578058,293109,279226,572335,299972,287896,587868,305238,290718,595956,311416,295905,607321
21,2009,302270,288167,590437,298392,285748,584140,300411,290424,590835,305731,293343,599074,313582,298673,612255,322643,309940,632583
22,2009,303779,292740,596519,306272,298399,604671,306548,296571,603119,314109,301605,615714,325576,313648,639224,326997,316389,643386
23,2009,312198,305944,618142,312976,305284,618260,315034,305090,620124,326336,316881,643217,330791,320757,651548,336136,325371,661507
24,2009,319389,313318,632707,321290,313449,634739,327016,320268,647284,331410,324000,655410,340859,330586,671445,348128,339312,687440
25,2009,327373,321096,648469,333347,329088,662435,332003,327362,659365,341988,334113,676101,354414,345460,699874,368230,359612,727842
26,2009,338931,336787,675718,338213,336031,674244,342606,337644,680250,356109,349992,706101,375540,366759,742299,382877,376002,758879
27,2009,343501,343127,686628,349221,346436,695657,356968,353846,710814,377710,371599,749309,390856,383265,774121,404474,398072,802546
28,2009,354598,354893,709491,363503,364074,727577,379164,376888,756052,393742,389662,783404,412893,407051,819944,428659,424542,853201
29,2009,368829,370944,739773,386180,385870,772050,395887,393743,789630,416459,411811,828270,437439,431387,868826,448424,442804,891228
30,2009,392519,393133,785652,403625,402587,806212,419203,415645,834848,441351,435936,877287,458047,450310,908357,450364,444881,895245
31,2009,408717,407674,816391,425683,422915,848598,442601,438260,880861,461266,453706,914972,457801,450376,908177,456859,449922,906781
32,2009,429624,425910,855534,447933,443171,891104,462439,454605,917044,459777,451659,911436,463228,453289,916517,462571,456185,918756
33,2009,450765,446335,897100,467245,460251,927496,460224,453181,913405,464904,455407,920311,468201,460369,928570,457971,451459,909430
34,2009,467613,466356,933969,462096,460656,922752,463331,459122,922453,467438,464536,931974,460899,457946,918845,469602,468564,938166
35,2009,463724,465006,928730,466632,465106,931738,467274,466619,933893,462075,460582,922657,474151,473035,947186,463072,462766,925838
36,2009,470520,469704,940224,472354,472826,945180,464434,462788,927222,477339,475700,953039,470096,467856,937952,468023,465602,933625
37,2009,475456,476920,952376,469273,468507,937780,478937,477430,956367,472784,470222,943006,473727,470176,943903,482495,478432,960927
38,2009,471977,472621,944598,482930,483137,966067,474035,472148,946183,475515,472746,948261,486243,482275,968518,481752,478694,960446
39,2009,485635,487118,972753,478400,478454,956854,476746,475018,951764,487387,484183,971570,485593,482353,967946,487346,484752,972098
40,2009,481082,482952,964034,480755,481438,962193,488108,485635,973743,486880,484224,971104,490976,488695,979671,457723,459547,917270
41,2009,483131,486025,969156,490373,489863,980236,487497,485734,973231,492378,490626,983004,460659,462906,923565,443012,446588,889600
42,2009,491825,493135,984960,489613,490036,979649,493251,492444,985695,461575,464407,925982,445520,449790,895310,435760,440128,875888
43,2009,491003,493334,984337,495533,496959,992492,462179,465487,927666,446377,450933,897310,438022,443048,881070,421790,427543,849333
44,2009,496971,500571,997542,463954,469596,933550,446767,451975,898742,438555,443897,882452,423870,430326,854196,412856,416218,829074
45,2009,464929,472798,937727,448265,455810,904075,438494,444451,882945,424416,431069,855485,414488,419149,833637,394084,399170,793254
46,2009,448893,458766,907659,439688,448052,887740,424553,431844,856397,414955,420317,835272,395662,402090,797752,390153,395790,785943
47,2009,440118,450822,890940,425787,435261,861048,414912,421228,836140,395992,403259,799251,391635,398808,790443,385739,393117,778856
48,2009,426319,438019,864338,416045,424935,840980,396063,404105,800168,392042,399928,791970,386663,395331,781994,379828,388804,768632
49,2009,416395,427813,844208,396829,407729,804558,392193,400913,793106,386670,396119,782789,380393,390794,771187,374653,385857,760510
50,2009,397045,410535,807580,392965,404287,797252,386436,396592,783028,380353,391288,771641,375107,387726,762833,360668,369278,729946
51,2009,393165,407180,800345,386760,399249,786009,380016,391722,771738,374862,388098,762960,360983,370766,731749,357415,369567,726982
52,2009,386619,401415,788034,380077,394014,774091,374289,388358,762647,360499,370966,731465,357060,370502,727562,357542,371308,728850
53,2009,379743,395775,775518,374124,390083,764207,359774,371017,730791,356134,370252,726386,356991,372136,729127,372660,387108,759768
54,2009,373443,391588,765031,359231,372385,731616,355056,369884,724940,356039,371719,727758,371915,387512,759427,375286,387904,763190
55,2009,358474,373597,732071,354195,370517,724712,354803,371149,725952,370733,386857,757590,374437,388683,763120,392493,406848,799341
56,2009,353028,371103,724131,353747,371360,725107,369328,386128,755456,373156,388456,761612,391557,407521,799078,384614,398449,783063
57,2009,352273,371332,723605,367886,386054,753940,371721,388218,759939,390110,407359,797469,383681,399049,782730,385746,403026,788772
58,2009,366470,385951,752421,370235,388409,758644,388384,407054,795438,382254,398942,781196,384503,403179,787682,300793,316320,617113
59,2009,368587,388570,757157,386674,407058,793732,380597,398676,779273,382853,402724,785577,299134,315927,615061,308524,326114,634638
60,2009,384666,407209,791875,378750,398634,777384,380949,402187,783136,297257,315168,612425,306795,325806,632601,311934,333825,645759
61,2009,376669,398578,775247,378777,401801,780578,295240,314166,609406,304815,325030,629845,309907,333183,643090,310251,335319,645570
62,2009,376473,401281,777754,292974,313273,606247,302549,324137,626686,307286,332085,639371,307862,334179,642041,312485,340670,653155
63,2009,290749,312377,603126,300216,323161,623377,304824,331023,635847,305216,332775,637991,309759,339406,649165,343399,377030,720429
64,2009,297684,322370,620054,302014,329745,631759,302330,331289,633619,306656,337812,644468,340142,375270,715412,338754,371531,710285
65,2009,299221,328561,627782,299525,329688,629213,303552,336232,639784,336566,373404,709970,335224,370117,705341,327434,362478,689912
66,2009,296414,328237,624651,300281,334244,634525,332664,371203,703867,331291,368160,699451,323834,361028,684862,301424,337787,639211
67,2009,296493,332433,628926,328524,368827,697351,326901,366025,692926,319595,358951,678546,297531,336316,633847,284153,325670,609823
68,2009,324201,366469,690670,322183,363578,685761,314914,356823,671737,293170,334367,627537,279574,323362,602936,289320,334836,624156
69,2009,317252,361096,678348,309955,354476,664431,288608,332305,620913,274546,320704,595250,284005,332101,616106,277868,327241,605109
70,2009,304583,352068,656651,283630,329875,613505,269358,317682,587040,278203,328968,607171,272377,324361,596738,268910,321349,590259
71,2009,278351,327317,605668,263806,314379,578185,272415,325689,598104,266279,321104,587383,262821,318004,580825,255734,315206,570940
72,2009,257907,311009,568916,266016,321952,587968,259950,317518,577468,255973,314310,570283,249060,311399,560459,252750,318217,570967
73,2009,259341,318016,577357,253261,313658,566919,248837,310132,558969,241826,306840,548666,245250,313627,558877,254691,329365,584056
74,2009,246093,309203,555296,241432,305605,547037,234543,302067,536610,237340,308467,545807,246467,324117,570584,226546,299420,525966
75,2009,233671,300445,534116,226560,296773,523333,229293,302897,532190,237669,317998,555667,218297,294109,512406,215526,293746,509272
76,2009,218239,291121,509360,220503,296747,517250,228663,311500,540163,209551,288040,497591,206827,287957,494784,205374,286665,492039
77,2009,211311,289745,501056,219222,304305,523527,200616,281460,482076,197589,281336,478925,196987,280532,477519,189198,276807,466005
78,2009,209334,296385,505719,191462,274199,465661,188203,274293,462496,187874,273248,461122,180024,269595,449619,176881,268535,445416
79,2009,181457,266101,447558,178378,266285,444663,178794,265384,444178,170586,261379,431965,167624,260379,428003,163588,256538,420126
80,2009,167825,257247,425072,168826,256626,425452,160877,252818,413695,157199,251114,408313,153267,247719,400986,148236,248691,396927
81,2009,157723,246769,404492,150518,242848,393366,147084,241154,388238,142361,237869,380230,136382,239120,375502,133013,237164,370177
82,2009,139637,231758,371395,136173,230169,366342,129904,227369,357273,124189,228040,352229,122668,227127,349795,118645,223016,341661
83,2009,122388,217665,340053,117044,215473,332517,113418,215783,329201,111451,215469,326920,108680,211874,320554,103118,207775,310893
84,2009,105589,202168,307757,102624,202735,305359,100431,202869,303300,98080,198579,296659,92784,194478,287262,63598,124334,187932
85,2009,92900,188729,281629,90132,189124,279256,88176,184893,273069,82922,179652,262574,56943,116046,172989,43065,87596,130661
86,2009,79806,174564,254370,78360,169886,248246,73670,164603,238273,50186,106521,156707,37860,80679,118539,39566,83029,122595
87,2009,68713,153863,222576,64516,148854,213370,43676,97199,140875,32713,73163,105876,34425,75875,110300,42904,93491,136395
88,2009,55639,132046,187685,37613,87179,124792,27997,65858,93855,29349,67976,97325,36736,84009,120745,46042,103055,149097
89,2009,31743,76933,108676,23577,58362,81939,24918,60276,85194,30671,73887,104558,38602,90145,128747,39049,88777,127826
90,2009,19486,50723,70209,20626,52648,73274,25460,64430,89890,31493,77438,108931,32179,77023,109202,32661,77057,109718
91,2009,16651,44873,61524,20518,55188,75706,25690,66167,91857,25952,65223,91175,26330,65662,91992,25684,66372,92056
92,2009,16225,46367,62592,20285,55527,75812,20481,55024,75505,20568,54320,74888,20232,55571,75803,18343,51390,69733
93,2009,15640,45585,61225,15939,45437,61376,15945,44855,60800,15515,45028,60543,14184,42065,56249,14038,40661,54699
94,2009,11878,36675,48553,12071,36006,48077,11716,36080,47796,10572,33072,43644,10680,32529,43209,8989,28824,37813
95,2009,8808,28132,36940,8642,28062,36704,7690,25859,33549,7635,24872,32507,6613,22377,28990,5973,20981,26954
96,2009,6057,21233,27290,5502,19552,25054,5490,18856,24346,4583,16539,21122,4264,15791,20055,3605,13889,17494
97,2009,3764,14415,18179,3779,13780,17559,3218,12138,15356,2831,11240,14071,2483,10275,12758,2461,9519,11980
98,2009,2499,9850,12349,2136,8735,10871,1869,8019,9888,1647,7078,8725,1668,6837,8505,1531,6370,7901
99,2009,1413,6056,7469,1196,5447,6643,1048,4897,5945,1062,4620,5682,1005,4406,5411,891,4080,4971
100,2009,1811,8347,10158,1701,7874,9575,1649,7473,9122,1544,6994,8538,1479,6616,8095,1298,5902,7200
0,2010,289377,272945,562322,293072,277719,570791,288756,271944,560700,286772,270112,556884,284192,266935,551127,286668,271832,558500
1,2010,292642,277321,569963,289814,273207,563021,288524,271504,560028,285122,267748,552870,287042,272025,559067,280318,265278,545596
2,2010,290510,273807,564317,289944,272696,562640,286884,269262,556146,287756,272591,560347,281879,266608,548487,277714,263146,540860
3,2010,290910,273626,564536,288619,270574,559193,289244,273756,563000,283181,267627,550808,279355,264413,543768,274944,260601,535545
4,2010,289723,271176,560899,290529,274598,565127,285321,269433,554754,280469,265313,545782,277441,262690,540131,279102,263227,542329
5,2010,291180,275231,566411,287063,270900,557963,282742,267184,549926,279460,264439,543899,281795,265491,547286,276032,261655,537687
6,2010,288196,271852,560048,284550,268736,553286,282598,267034,549632,284001,267379,551380,278094,263408,541502,273850,257911,531761
7,2010,285727,269760,555487,285368,269411,554779,287279,270292,557571,279757,264807,544564,276553,260177,536730,272135,257132,529267
8,2010,287562,271143,558705,290042,272701,562743,282488,267348,549836,278803,262072,540875,275112,259534,534646,274460,259097,533557
9,2010,292548,274644,567192,285047,269448,554495,281966,265015,546981,277410,261546,538956,277046,261330,538376,274212,258543,532755
10,2010,287074,271122,558196,285051,267642,552693,280671,264459,545130,279129,263197,542326,276727,260691,537418,276572,261384,537956
11,2010,287660,269801,557461,283706,267301,551007,282171,265753,547924,278806,262371,541177,279200,263731,542931,283426,268196,551622
12,2010,286343,269437,555780,285188,268183,553371,281692,264971,546663,281462,265673,547135,286021,270519,556540,294367,279228,573595
13,2010,287533,270100,557633,284612,267326,551938,284599,268422,553021,288104,272356,560460,296917,281367,578284,295477,279174,574651
14,2010,287118,269237,556355,287739,270945,558684,291052,274967,566019,298835,283180,582015,297319,280850,578169,297175,281817,578992
15,2010,290499,273040,563539,294126,277490,571616,301582,285630,587212,298832,282180,581012,299218,283513,582731,292249,277460,569709
16,2010,296991,279655,576646,304613,288086,592699,301159,284263,585422,300870,284947,585817,294591,279275,573866,295661,278906,574567
17,2010,307701,290241,597942,304083,286492,590575,303591,287081,590672,296764,280948,577712,298336,281105,579441,285199,269013,554212
18,2010,308168,288974,597142,307832,290183,598015,300965,283930,584895,301680,283555,585235,288892,271940,560832,290868,275284,566152
19,2010,311855,294029,605884,305747,288569,594316,306687,288143,594830,291544,274802,566346,292517,277242,569759,299618,285877,585495
20,2010,309326,293154,602480,311275,294037,605312,296922,281136,578058,293109,279226,572335,299972,287896,587868,305238,290718,595956
21,2010,314703,299503,614206,302270,288167,590437,298392,285748,584140,300411,290424,590835,305731,293343,599074,313582,298673,612255
22,2010,306044,294223,600267,303779,292740,596519,306272,298399,604671,306548,296571,603119,314109,301605,615714,325576,313648,639224
23,2010,307650,298617,606267,312198,305944,618142,312976,305284,618260,315034,305090,620124,326336,316881,643217,330791,320757,651548
24,2010,316142,312002,628144,319389,313318,632707,321290,313449,634739,327016,320268,647284,331410,324000,655410,340859,330586,671445
25,2010,323523,319476,642999,327373,321096,648469,333347,329088,662435,332003,327362,659365,341988,334113,676101,354414,345460,699874
26,2010,331355,326861,658216,338931,336787,675718,338213,336031,674244,342606,337644,680250,356109,349992,706101,375540,366759,742299
27,2010,342322,341941,684263,343501,343127,686628,349221,346436,695657,356968,353846,710814,377710,371599,749309,390856,383265,774121
28,2010,346191,348499,694690,354598,354893,709491,363503,364074,727577,379164,376888,756052,393742,389662,783404,412893,407051,819944
29,2010,357640,358789,716429,368829,370944,739773,386180,385870,772050,395887,393743,789630,416459,411811,828270,437439,431387,868826
30,2010,371641,374959,746600,392519,393133,785652,403625,402587,806212,419203,415645,834848,441351,435936,877287,458047,450310,908357
31,2010,394633,396477,791110,408717,407674,816391,425683,422915,848598,442601,438260,880861,461266,453706,914972,457801,450376,908177
32,2010,410191,409155,819346,429624,425910,855534,447933,443171,891104,462439,454605,917044,459777,451659,911436,463228,453289,916517
33,2010,430306,427759,858065,450765,446335,897100,467245,460251,927496,460224,453181,913405,464904,455407,920311,468201,460369,928570
34,2010,449387,449988,899375,467613,466356,933969,462096,460656,922752,463331,459122,922453,467438,464536,931974,460899,457946,918845
35,2010,467616,469274,936890,463724,465006,928730,466632,465106,931738,467274,466619,933893,462075,460582,922657,474151,473035,947186
36,2010,465586,468143,933729,470520,469704,940224,472354,472826,945180,464434,462788,927222,477339,475700,953039,470096,467856,937952
