Et√†,Anno,Totale maschi,Totale femmine,Totale,Totale maschi -1,Totale femmine -1,Totale -1,Totale maschi -2,Totale femmine -2,Totale -2,Totale maschi -3,Totale femmine -3,Totale -3,Totale maschi -4,Totale femmine -4,Totale -4,Totale maschi -5,Totale femmine -5,Totale -5
55,2014,392437,415471,807908,389887,412280,802167,383438,404472,787910,377585,397845,775430,372378,392427,764805,358474,373597,732071
56,2014,388391,412007,800398,382250,404470,786720,376209,398011,774220,371033,393238,764271,357278,374195,731473,353028,371103,724131
57,2014,380475,403875,784350,374687,397821,772508,369584,393072,762656,355720,374737,730457,351302,371019,722321,352273,371332,723605
58,2014,372654,397037,769691,367904,392716,760620,353981,374446,728427,349470,371063,720533,350622,371003,721625,366470,385951,752421
59,2014,365765,391890,757655,352155,373954,726109,347559,370375,717934,348773,370683,719456,364549,385444,749993,368587,388570,757157
60,2014,349971,372885,722856,345464,369650,715114,346670,369855,716525,362209,384880,747089,366604,388245,754849,384666,407209,791875
61,2014,343019,368357,711376,344333,368874,713207,359837,383904,743741,364116,387857,751973,382337,406834,789171,376669,398578,775247
62,2014,341571,367457,709028,357018,382561,739579,361558,386823,748381,379688,406334,786022,374164,398165,772329,376473,401281,777754
63,2014,353753,380681,734434,358507,385196,743703,376695,405061,781756,371553,397477,769030,373839,400469,774308,290749,312377,603126
64,2014,355002,383108,738110,373061,403174,776235,368344,396227,764571,370853,399412,770265,287995,311253,599248,297684,322370,620054
65,2014,369118,400647,769765,364463,394031,758494,367416,397814,765230,285002,309954,594956,294812,321074,615886,299221,328561,627782
66,2014,360211,391258,751469,363027,395395,758422,281885,308433,590318,291815,319607,611422,296051,327098,623149,296414,328237,624651
67,2014,357958,392470,750428,278120,306228,584348,288280,317979,606259,292293,325189,617482,292785,326368,619153,296493,332433,628926
68,2014,273815,303629,577444,283968,315606,599574,288316,323143,611459,288700,324140,612840,292233,330172,622405,324201,366469,690670
69,2014,279245,312739,591984,283581,320373,603954,284304,321761,606065,287713,327531,615244,319144,363683,682827,317252,361096,678348
70,2014,278239,317047,595286,279070,318785,597855,282976,324795,607771,313720,360445,674165,311724,358198,669922,304583,352068,656651
71,2014,273468,315237,588705,277329,321350,598679,307960,357098,665058,305753,354816,660569,298766,349080,647846,278351,327317,605668
72,2014,271197,317400,588597,301397,352887,654284,299524,351158,650682,292447,345690,638137,272553,323938,596491,257907,311009,568916
73,2014,294134,348255,642389,292337,346553,638890,285869,341772,627641,266317,320479,586796,251240,306987,558227,259341,318016,577357
74,2014,284585,341565,626150,278178,336737,614915,259553,316296,575849,244233,302571,546804,252049,313406,565455,246093,309203,555296
75,2014,270055,331186,601241,251820,311125,562945,237140,297983,535123,244366,308260,552626,238282,304193,542475,233671,300445,534116
76,2014,243711,305376,549087,229025,292442,521467,236452,302676,539128,230152,298435,528587,225328,294627,519955,218239,291121,509360
77,2014,220598,286405,507003,227563,296314,523877,221687,292181,513868,216719,288418,505137,209318,284433,493751,211311,289745,501056
78,2014,218284,289329,507613,212174,285070,497244,207810,281554,489364,200162,277061,477223,201448,282067,483515,209334,296385,505719
79,2014,202297,277333,479630,197850,273683,471533,190524,269405,459929,191492,273713,465205,198693,287443,486136,181457,266101,447558
80,2014,187304,265009,452313,180034,260768,440802,181207,264941,446148,187170,277831,465001,171202,257051,428253,167825,257247,425072
81,2014,169272,251571,420843,170235,255072,425307,174754,267765,442519,160301,247053,407354,156783,247272,404055,157723,246769,404492
82,2014,158781,244531,403312,162554,256292,418846,149547,236652,386199,144963,236524,381487,146611,235851,382462,139637,231758,371395
83,2014,150477,244227,394704,137790,225089,362879,133558,225044,358602,132849,224073,356922,125872,219844,345716,122388,217665,340053
84,2014,126266,212887,339153,121692,212333,334025,117944,211647,329591,113902,206958,320860,110219,204448,314667,105589,202168,307757
85,2014,110172,199094,309266,106086,197679,303765,102648,193449,296097,99666,190600,290266,95379,188080,283459,92900,188729,281629
86,2014,94859,183266,278125,91117,178928,270045,89057,176259,265316,85790,173739,259529,83358,173747,257105,79806,174564,254370
87,2014,80117,164164,244281,77842,160835,238677,75568,158729,234297,74388,158557,232945,70011,158391,228402,68713,153863,222576
88,2014,67163,145744,212907,64975,142792,207767,64787,142577,207364,60837,140742,201579,59444,136290,195734,55639,132046,187685
89,2014,55318,127451,182769,54651,126324,180975,51941,122092,174033,50638,121334,171972,47648,117639,165287,31743,76933,108676
90,2014,45541,110823,156364,43102,106197,149299,42398,105576,147974,40285,102945,143230,26278,66724,93002,19486,50723,70209
91,2014,35120,91708,126828,34376,90055,124431,33288,88526,121814,21452,57204,78656,15826,43240,59066,16651,44873,61524
92,2014,27352,76257,103609,26385,73811,100196,17333,48310,65643,12581,36323,48904,13105,37600,50705,16225,46367,62592
93,2014,20601,60836,81437,13408,39462,52870,9992,30023,40015,10234,31168,41402,12546,37960,50506,15640,45585,61225
94,2014,10166,31669,41835,7537,23847,31384,7914,25347,33261,9555,30787,40342,11813,37162,48975,11878,36675,48553
95,2014,5485,18744,24229,5820,19690,25510,7250,24478,31728,8855,29881,38736,8798,29293,38091,8808,28132,36940
96,2014,4227,15148,19375,5138,18384,23522,6605,23467,30072,6392,23388,29780,6281,21805,28086,6057,21233,27290
97,2014,3562,13596,17158,4490,17149,21639,4745,18051,22796,4411,16894,21305,4264,15939,20203,3764,14415,18179
98,2014,2994,12368,15362,3169,12956,16125,3132,12634,15766,2955,11785,14740,2539,10438,12977,2499,9850,12349
99,2014,2043,9110,11153,2058,8647,10705,2066,8725,10791,1678,7529,9207,1616,6931,8547,1413,6056,7469
100,2014,2914,14338,17252,2752,13453,16205,2543,12892,15435,2136,10970,13106,1951,9346,11297,1811,8347,10158
0,2015,257024,242916,499940,263091,249049,512140,274396,259651,534047,276371,260976,537347,284926,268292,553218,289377,272945,562322
1,2015,262728,248720,511448,274308,259608,533916,277263,261900,539163,284199,267521,551720,288996,272698,561694,292642,277321,569963
2,2015,273801,259094,532895,277877,262572,540449,285627,268849,554476,288638,272305,560943,292330,276734,569064,290510,273807,564317
3,2015,277707,262193,539900,286447,269587,556034,289965,273553,563518,291941,276194,568135,291096,274123,565219,290910,273626,564536
4,2015,286208,269439,555647,290759,274306,565065,293142,277391,570533,291391,274233,565624,291559,274004,565563,289723,271176,560899
5,2015,290660,274255,564915,293794,277866,571660,292645,275414,568059,292085,274353,566438,290356,271708,562064,291180,275231,566411
6,2015,293514,277703,571217,293185,276012,569197,293208,275361,568569,290933,272236,563169,291568,275384,566952,288196,271852,560048
7,2015,292919,275863,568782,293710,275776,569486,291830,273164,564994,292059,275749,567808,289164,272571,561735,285727,269760,555487
8,2015,293483,275646,569129,292144,273641,565785,293038,276683,569721,289936,273229,563165,286656,270536,557192,287562,271143,558705
9,2015,292026,273581,565607,293604,277238,570842,290885,274304,565189,287599,271383,558982,289425,272627,562052,292548,274644,567192
10,2015,293605,277324,570929,291367,274615,565982,288628,272395,561023,290934,273859,564793,294729,276367,571096,287074,271122,558196
11,2015,291357,274698,566055,289073,272872,561945,291961,274898,566859,296458,277727,574185,288823,272376,561199,287660,269801,557461
12,2015,289200,273046,562246,292448,275256,567704,297654,278789,576443,290341,273613,563954,289857,271634,561491,286343,269437,555780
13,2015,292610,275346,567956,298347,279321,577668,291474,274647,566121,291614,273119,564733,288632,271318,559950,287533,270100,557633
14,2015,298910,279597,578507,292206,275148,567354,292462,274026,566488,290404,272846,563250,289631,271761,561392,287118,269237,556355
15,2015,292906,275346,568252,293083,274494,567577,291460,273751,565211,291412,273193,564605,289271,270967,560238,290499,273040,563539
16,2015,293706,274741,568447,292208,274255,566463,292705,274124,566829,291036,272355,563391,293035,274888,567923,296991,279655,576646
17,2015,293354,274592,567946,293718,274593,568311,292756,273509,566265,295328,276474,571802,299729,281501,581230,307701,290241,597942
18,2015,295461,275267,570728,294502,274399,568901,297615,278194,575809,302650,283674,586324,311417,292707,604124,308168,288974,597142
19,2015,296196,275871,572067,299027,280140,579167,304931,286467,591398,314313,295815,610128,311455,292408,603863,311855,294029,605884
20,2015,300146,281729,581875,306062,288638,594700,316728,299047,615775,313724,295950,609674,314447,298129,612576,309326,293154,602480
21,2015,306613,290228,596841,318057,301664,619721,316248,299672,615920,316870,301848,618718,312378,298164,610542,314703,299503,614206
22,2015,319072,303644,622716,317846,302634,620480,319945,306046,625991,315265,302850,618115,318409,305411,623820,306044,294223,600267
23,2015,318700,304910,623610,322142,309559,631701,318710,307613,626323,321878,310649,632527,310614,300985,611599,307650,298617,606267
24,2015,323485,311741,635226,321559,311394,632953,325955,315750,641705,314270,306373,620643,311672,304822,616494,316142,312002,628144
25,2015,322677,313495,636172,328699,319720,648419,318445,311340,629785,315208,310013,625221,320881,318319,639200,323523,319476,642999
26,2015,329811,321616,651427,321492,315090,636582,319702,314871,634573,324679,323551,648230,328163,325924,654087,331355,326861,658216
27,2015,322598,316685,639283,322889,318142,641031,329253,328049,657302,332068,330562,662630,335702,332502,668204,342322,341941,684263
28,2015,323838,319565,643403,332483,330807,663290,336685,334549,671234,339719,337857,677576,346365,347581,693946,346191,348499,694690
29,2015,333465,331866,665331,339593,337225,676818,344069,341492,685561,349950,351057,701007,349372,352563,701935,357640,358789,716429
30,2015,340419,338119,678538,346790,343940,690730,354403,354538,708941,353336,355580,708916,361153,362433,723586,371641,374959,746600
31,2015,347571,344702,692273,357333,356746,714079,357437,358875,716312,363126,364182,727308,373974,377856,751830,394633,396477,791110
32,2015,358021,357517,715538,360006,360870,720876,367257,367062,734319,375143,378094,753237,396521,398293,794814,410191,409155,819346
33,2015,360733,361340,722073,369914,368913,738827,379047,380746,759793,396956,398956,795912,411439,411244,822683,430306,427759,858065
34,2015,370525,369258,739783,381638,382576,764214,400364,401537,801901,410140,414062,824202,430001,431702,861703,449387,449988,899375
35,2015,382058,383052,765110,402746,403282,806028,413265,416407,829672,429620,432952,862572,449630,452898,902528,467616,469274,936890
36,2015,403200,403526,806726,415455,417982,833437,432642,434977,867619,451155,454385,905540,469717,472411,942128,465586,468143,933729
37,2015,415673,417966,833639,434559,436474,871033,453647,456409,910056,470442,473688,944130,467035,471097,938132,471824,472505,944329
38,2015,434593,436564,871157,455256,457696,912952,472710,475622,948332,467274,472566,939840,472523,475467,947990,476070,479630,955700
39,2015,454973,457831,912804,474211,476954,951165,469243,474352,943595,472647,476752,949399,476753,482354,959107,473009,475282,948291
40,2015,473835,476897,950732,470309,475396,945705,474635,478572,953207,476599,483711,960310,473709,478147,951856,486346,489586,975932
41,2015,469871,475376,945247,475791,479722,955513,478236,485550,963786,473604,479402,953006,486811,492373,979184,482058,486062,968120
42,2015,475287,479818,955105,479048,486621,965669,475248,481085,956333,486491,493757,980248,482861,489361,972222,483954,489262,973216
43,2015,478441,486782,965223,475921,482175,958096,487731,495378,983109,482755,491145,973900,484452,492624,977076,491911,495515,987426
44,2015,475327,482280,957607,488216,496315,984531,484038,492747,976785,484173,494596,978769,491850,498202,990052,491048,495552,986600
45,2015,487372,496417,983789,484426,493857,978283,485085,496062,981147,491314,499410,990724,491111,498246,989357,497244,503045,1000289
46,2015,483508,493744,977252,485241,497040,982281,491914,500496,992410,490521,499519,990040,497280,505896,1003176,464886,474752,939638
47,2015,484199,496971,981170,491658,500972,992630,490987,500493,991480,496739,507206,1003945,464579,477191,941770,448706,460538,909244
48,2015,490430,500680,991110,490621,500749,991370,496794,508165,1004959,463790,478411,942201,448104,462956,911060,439708,452596,892304
49,2015,489330,500229,989559,496284,508508,1004792,463707,479248,942955,447093,464036,911129,438935,454693,893628,425889,439569,865458
50,2015,494798,507939,1002737,463119,479485,942604,446959,464796,911755,438002,455521,893523,425185,441620,866805,415954,429559,845513
51,2015,461668,479116,940784,446108,464957,911065,437670,456235,893905,424271,442372,866643,415185,431636,846821,396499,412359,808858
52,2015,444572,464282,908854,436677,456328,893005,423741,443104,866845,414236,432383,846619,395693,414395,810088,392751,409143,801894
53,2015,435068,455881,890949,422531,443089,865620,413569,432864,846433,394705,415177,809882,392077,411259,803336,385779,402734,788513
54,2015,420784,442327,863111,412256,432943,845199,393806,415553,809359,391094,411933,803027,384671,404190,788861,378780,396767,775547
55,2015,410440,432129,842569,392437,415471,807908,389887,412280,802167,383438,404472,787910,377585,397845,775430,372378,392427,764805
56,2015,390470,414508,804978,388391,412007,800398,382250,404470,786720,376209,398011,774220,371033,393238,764271,357278,374195,731473
57,2015,386480,410901,797381,380475,403875,784350,374687,397821,772508,369584,393072,762656,355720,374737,730457,351302,371019,722321
58,2015,378206,402768,780974,372654,397037,769691,367904,392716,760620,353981,374446,728427,349470,371063,720533,350622,371003,721625
59,2015,370303,395793,766096,365765,391890,757655,352155,373954,726109,347559,370375,717934,348773,370683,719456,364549,385444,749993
60,2015,363367,390495,753862,349971,372885,722856,345464,369650,715114,346670,369855,716525,362209,384880,747089,366604,388245,754849
61,2015,347396,371465,718861,343019,368357,711376,344333,368874,713207,359837,383904,743741,364116,387857,751973,382337,406834,789171
62,2015,340215,366633,706848,341571,367457,709028,357018,382561,739579,361558,386823,748381,379688,406334,786022,374164,398165,772329
63,2015,338447,365549,703996,353753,380681,734434,358507,385196,743703,376695,405061,781756,371553,397477,769030,373839,400469,774308
64,2015,350234,378570,728804,355002,383108,738110,373061,403174,776235,368344,396227,764571,370853,399412,770265,287995,311253,599248
65,2015,351362,380743,732105,369118,400647,769765,364463,394031,758494,367416,397814,765230,285002,309954,594956,294812,321074,615886
66,2015,364783,397936,762719,360211,391258,751469,363027,395395,758422,281885,308433,590318,291815,319607,611422,296051,327098,623149
67,2015,355537,388513,744050,357958,392470,750428,278120,306228,584348,288280,317979,606259,292293,325189,617482,292785,326368,619153
68,2015,352690,389142,741832,273815,303629,577444,283968,315606,599574,288316,323143,611459,288700,324140,612840,292233,330172,622405
69,2015,269542,300848,570390,279245,312739,591984,283581,320373,603954,284304,321761,606065,287713,327531,615244,319144,363683,682827
70,2015,274323,309661,583984,278239,317047,595286,279070,318785,597855,282976,324795,607771,313720,360445,674165,311724,358198,669922
71,2015,272828,313693,586521,273468,315237,588705,277329,321350,598679,307960,357098,665058,305753,354816,660569,298766,349080,647846
72,2015,267714,311586,579300,271197,317400,588597,301397,352887,654284,299524,351158,650682,292447,345690,638137,272553,323938,596491
73,2015,264916,313292,578208,294134,348255,642389,292337,346553,638890,285869,341772,627641,266317,320479,586796,251240,306987,558227
74,2015,286601,343459,630060,284585,341565,626150,278178,336737,614915,259553,316296,575849,244233,302571,546804,252049,313406,565455
75,2015,276728,336287,613015,270055,331186,601241,251820,311125,562945,237140,297983,535123,244366,308260,552626,238282,304193,542475
76,2015,261569,325315,586884,243711,305376,549087,229025,292442,521467,236452,302676,539128,230152,298435,528587,225328,294627,519955
77,2015,235069,299262,534331,220598,286405,507003,227563,296314,523877,221687,292181,513868,216719,288418,505137,209318,284433,493751
78,2015,212053,279834,491887,218284,289329,507613,212174,285070,497244,207810,281554,489364,200162,277061,477223,201448,282067,483515
79,2015,208514,281748,490262,202297,277333,479630,197850,273683,471533,190524,269405,459929,191492,273713,465205,198693,287443,486136
80,2015,192113,268941,461054,187304,265009,452313,180034,260768,440802,181207,264941,446148,187170,277831,465001,171202,257051,428253
81,2015,176607,255752,432359,169272,251571,420843,170235,255072,425307,174754,267765,442519,160301,247053,407354,156783,247272,404055
82,2015,158764,241422,400186,158781,244531,403312,162554,256292,418846,149547,236652,386199,144963,236524,381487,146611,235851,382462
83,2015,147406,233353,380759,150477,244227,394704,137790,225089,362879,133558,225044,358602,132849,224073,356922,125872,219844,345716
84,2015,138188,231370,369558,126266,212887,339153,121692,212333,334025,117944,211647,329591,113902,206958,320860,110219,204448,314667
85,2015,114599,200100,314699,110172,199094,309266,106086,197679,303765,102648,193449,296097,99666,190600,290266,95379,188080,283459
86,2015,98780,185248,284028,94859,183266,278125,91117,178928,270045,89057,176259,265316,85790,173739,259529,83358,173747,257105
87,2015,84022,168470,252492,80117,164164,244281,77842,160835,238677,75568,158729,234297,74388,158557,232945,70011,158391,228402
88,2015,69610,149138,218748,67163,145744,212907,64975,142792,207767,64787,142577,207364,60837,140742,201579,59444,136290,195734
89,2015,57239,130480,187719,55318,127451,182769,54651,126324,180975,51941,122092,174033,50638,121334,171972,47648,117639,165287
90,2015,46367,112174,158541,45541,110823,156364,43102,106197,149299,42398,105576,147974,40285,102945,143230,26278,66724,93002
91,2015,37409,95805,133214,35120,91708,126828,34376,90055,124431,33288,88526,121814,21452,57204,78656,15826,43240,59066
92,2015,28203,77591,105794,27352,76257,103609,26385,73811,100196,17333,48310,65643,12581,36323,48904,13105,37600,50705
93,2015,21417,63285,84702,20601,60836,81437,13408,39462,52870,9992,30023,40015,10234,31168,41402,12546,37960,50506
94,2015,15765,49376,65141,10166,31669,41835,7537,23847,31384,7914,25347,33261,9555,30787,40342,11813,37162,48975
95,2015,7552,25137,32689,5485,18744,24229,5820,19690,25510,7250,24478,31728,8855,29881,38736,8798,29293,38091
96,2015,3998,14515,18513,4227,15148,19375,5138,18384,23522,6605,23467,30072,6392,23388,29780,6281,21805,28086
97,2015,2994,11489,14483,3562,13596,17158,4490,17149,21639,4745,18051,22796,4411,16894,21305,4264,15939,20203
98,2015,2435,9951,12386,2994,12368,15362,3169,12956,16125,3132,12634,15766,2955,11785,14740,2539,10438,12977
99,2015,1998,8730,10728,2043,9110,11153,2058,8647,10705,2066,8725,10791,1678,7529,9207,1616,6931,8547
100,2015,3026,15394,18420,2914,14338,17252,2752,13453,16205,2543,12892,15435,2136,10970,13106,1951,9346,11297
0,2016,248474,234503,482977,257024,242916,499940,263091,249049,512140,274396,259651,534047,276371,260976,537347,284926,268292,553218
1,2016,256954,242753,499707,262728,248720,511448,274308,259608,533916,277263,261900,539163,284199,267521,551720,288996,272698,561694
2,2016,262071,248046,510117,273801,259094,532895,277877,262572,540449,285627,268849,554476,288638,272305,560943,292330,276734,569064
3,2016,273332,258472,531804,277707,262193,539900,286447,269587,556034,289965,273553,563518,291941,276194,568135,291096,274123,565219
4,2016,277314,261860,539174,286208,269439,555647,290759,274306,565065,293142,277391,570533,291391,274233,565624,291559,274004,565563
5,2016,286000,269014,555014,290660,274255,564915,293794,277866,571660,292645,275414,568059,292085,274353,566438,290356,271708,562064
6,2016,290495,273921,564416,293514,277703,571217,293185,276012,569197,293208,275361,568569,290933,272236,563169,291568,275384,566952
7,2016,293071,277236,570307,292919,275863,568782,293710,275776,569486,291830,273164,564994,292059,275749,567808,289164,272571,561735
8,2016,292714,275662,568376,293483,275646,569129,292144,273641,565785,293038,276683,569721,289936,273229,563165,286656,270536,557192
9,2016,293478,275358,568836,292026,273581,565607,293604,277238,570842,290885,274304,565189,287599,271383,558982,289425,272627,562052
10,2016,291809,273389,565198,293605,277324,570929,291367,274615,565982,288628,272395,561023,290934,273859,564793,294729,276367,571096
11,2016,293508,277175,570683,291357,274698,566055,289073,272872,561945,291961,274898,566859,296458,277727,574185,288823,272376,561199
12,2016,291390,274631,566021,289200,273046,562246,292448,275256,567704,297654,278789,576443,290341,273613,563954,289857,271634,561491
13,2016,289277,273019,562296,292610,275346,567956,298347,279321,577668,291474,274647,566121,291614,273119,564733,288632,271318,559950
14,2016,292798,275279,568077,298910,279597,578507,292206,275148,567354,292462,274026,566488,290404,272846,563250,289631,271761,561392
15,2016,299427,279630,579057,292906,275346,568252,293083,274494,567577,291460,273751,565211,291412,273193,564605,289271,270967,560238
16,2016,293672,275410,569082,293706,274741,568447,292208,274255,566463,292705,274124,566829,291036,272355,563391,293035,274888,567923
17,2016,294786,274979,569765,293354,274592,567946,293718,274593,568311,292756,273509,566265,295328,276474,571802,299729,281501,581230
18,2016,295551,275171,570722,295461,275267,570728,294502,274399,568901,297615,278194,575809,302650,283674,586324,311417,292707,604124
19,2016,298107,276507,574614,296196,275871,572067,299027,280140,579167,304931,286467,591398,314313,295815,610128,311455,292408,603863
20,2016,297986,277203,575189,300146,281729,581875,306062,288638,594700,316728,299047,615775,313724,295950,609674,314447,298129,612576
21,2016,301681,282973,584654,306613,290228,596841,318057,301664,619721,316248,299672,615920,316870,301848,618718,312378,298164,610542
22,2016,307779,291652,599431,319072,303644,622716,317846,302634,620480,319945,306046,625991,315265,302850,618115,318409,305411,623820
23,2016,320541,305212,625753,318700,304910,623610,322142,309559,631701,318710,307613,626323,321878,310649,632527,310614,300985,611599
24,2016,320083,306323,626406,323485,311741,635226,321559,311394,632953,325955,315750,641705,314270,306373,620643,311672,304822,616494
25,2016,325190,313102,638292,322677,313495,636172,328699,319720,648419,318445,311340,629785,315208,310013,625221,320881,318319,639200
26,2016,324163,314741,638904,329811,321616,651427,321492,315090,636582,319702,314871,634573,324679,323551,648230,328163,325924,654087
27,2016,331241,322703,653944,322598,316685,639283,322889,318142,641031,329253,328049,657302,332068,330562,662630,335702,332502,668204
28,2016,324127,317728,641855,323838,319565,643403,332483,330807,663290,336685,334549,671234,339719,337857,677576,346365,347581,693946
29,2016,325440,320351,645791,333465,331866,665331,339593,337225,676818,344069,341492,685561,349950,351057,701007,349372,352563,701935
30,2016,334869,332477,667346,340419,338119,678538,346790,343940,690730,354403,354538,708941,353336,355580,708916,361153,362433,723586
31,2016,341615,338566,680181,347571,344702,692273,357333,356746,714079,357437,358875,716312,363126,364182,727308,373974,377856,751830
32,2016,348424,345034,693458,358021,357517,715538,360006,360870,720876,367257,367062,734319,375143,378094,753237,396521,398293,794814
33,2016,359018,357812,716830,360733,361340,722073,369914,368913,738827,379047,380746,759793,396956,398956,795912,411439,411244,822683
34,2016,361522,361456,722978,370525,369258,739783,381638,382576,764214,400364,401537,801901,410140,414062,824202,430001,431702,861703
35,2016,371593,369416,741009,382058,383052,765110,402746,403282,806028,413265,416407,829672,429620,432952,862572,449630,452898,902528
36,2016,382630,383029,765659,403200,403526,806726,415455,417982,833437,432642,434977,867619,451155,454385,905540,469717,472411,942128
37,2016,403662,403546,807208,415673,417966,833639,434559,436474,871033,453647,456409,910056,470442,473688,944130,467035,471097,938132
38,2016,416077,417977,834054,434593,436564,871157,455256,457696,912952,472710,475622,948332,467274,472566,939840,472523,475467,947990
39,2016,434613,436590,871203,454973,457831,912804,474211,476954,951165,469243,474352,943595,472647,476752,949399,476753,482354,959107
40,2016,454769,457715,912484,473835,476897,950732,470309,475396,945705,474635,478572,953207,476599,483711,960310,473709,478147,951856
41,2016,473527,476626,950153,469871,475376,945247,475791,479722,955513,478236,485550,963786,473604,479402,953006,486811,492373,979184
42,2016,469437,475114,944551,475287,479818,955105,479048,486621,965669,475248,481085,956333,486491,493757,980248,482861,489361,972222
43,2016,474884,479524,954408,478441,486782,965223,475921,482175,958096,487731,495378,983109,482755,491145,973900,484452,492624,977076
44,2016,477838,486396,964234,475327,482280,957607,488216,496315,984531,484038,492747,976785,484173,494596,978769,491850,498202,990052
45,2016,474512,481890,956402,487372,496417,983789,484426,493857,978283,485085,496062,981147,491314,499410,990724,491111,498246,989357
46,2016,486455,496009,982464,483508,493744,977252,485241,497040,982281,491914,500496,992410,490521,499519,990040,497280,505896,1003176
47,2016,482453,493334,975787,484199,496971,981170,491658,500972,992630,490987,500493,991480,496739,507206,1003945,464579,477191,941770
48,2016,483006,496528,979534,490430,500680,991110,490621,500749,991370,496794,508165,1004959,463790,478411,942201,448104,462956,911060
49,2016,489062,500049,989111,489330,500229,989559,496284,508508,1004792,463707,479248,942955,447093,464036,911129,438935,454693,893628
50,2016,487896,499459,987355,494798,507939,1002737,463119,479485,942604,446959,464796,911755,438002,455521,893523,425185,441620,866805
51,2016,493112,506986,1000098,461668,479116,940784,446108,464957,911065,437670,456235,893905,424271,442372,866643,415185,431636,846821
52,2016,459958,478271,938229,444572,464282,908854,436677,456328,893005,423741,443104,866845,414236,432383,846619,395693,414395,810088
53,2016,442921,463407,906328,435068,455881,890949,422531,443089,865620,413569,432864,846433,394705,415177,809882,392077,411259,803336
54,2016,433153,454903,888056,420784,442327,863111,412256,432943,845199,393806,415553,809359,391094,411933,803027,384671,404190,788861
55,2016,418786,441306,860092,410440,432129,842569,392437,415471,807908,389887,412280,802167,383438,404472,787910,377585,397845,775430
56,2016,408451,430989,839440,390470,414508,804978,388391,412007,800398,382250,404470,786720,376209,398011,774220,371033,393238,764271
57,2016,388218,413339,801557,386480,410901,797381,380475,403875,784350,374687,397821,772508,369584,393072,762656,355720,374737,730457
58,2016,384321,409442,793763,378206,402768,780974,372654,397037,769691,367904,392716,760620,353981,374446,728427,349470,371063,720533
59,2016,375701,401306,777007,370303,395793,766096,365765,391890,757655,352155,373954,726109,347559,370375,717934,348773,370683,719456
60,2016,367712,394070,761782,363367,390495,753862,349971,372885,722856,345464,369650,715114,346670,369855,716525,362209,384880,747089
61,2016,360467,388687,749154,347396,371465,718861,343019,368357,711376,344333,368874,713207,359837,383904,743741,364116,387857,751973
62,2016,344519,369593,714112,340215,366633,706848,341571,367457,709028,357018,382561,739579,361558,386823,748381,379688,406334,786022
63,2016,337144,364697,701841,338447,365549,703996,353753,380681,734434,358507,385196,743703,376695,405061,781756,371553,397477,769030
