Et√†,Totale maschi,Totale femmine,Totale,Anno
1,288996,272698,561694,2011
2,292330,276734,569064,2011
3,291096,274123,565219,2011
4,291559,274004,565563,2011
5,290356,271708,562064,2011
6,291568,275384,566952,2011
7,289164,272571,561735,2011
8,286656,270536,557192,2011
9,289425,272627,562052,2011
10,294729,276367,571096,2011
11,288823,272376,561199,2011
12,289857,271634,561491,2011
13,288632,271318,559950,2011
14,289631,271761,561392,2011
15,289271,270967,560238,2011
16,293035,274888,567923,2011
17,299729,281501,581230,2011
18,311417,292707,604124,2011
19,311455,292408,603863,2011
20,314447,298129,612576,2011
21,312378,298164,610542,2011
22,318409,305411,623820,2011
23,310614,300985,611599,2011
24,311672,304822,616494,2011
25,320881,318319,639200,2011
26,328163,325924,654087,2011
27,335702,332502,668204,2011
28,346365,347581,693946,2011
29,349372,352563,701935,2011
30,361153,362433,723586,2011
31,373974,377856,751830,2011
32,396521,398293,794814,2011
33,411439,411244,822683,2011
34,430001,431702,861703,2011
35,449630,452898,902528,2011
36,469717,472411,942128,2011
37,467035,471097,938132,2011
38,472523,475467,947990,2011
39,476753,482354,959107,2011
40,473709,478147,951856,2011
41,486811,492373,979184,2011
42,482861,489361,972222,2011
43,484452,492624,977076,2011
44,491850,498202,990052,2011
45,491111,498246,989357,2011
46,497280,505896,1003176,2011
47,464579,477191,941770,2011
48,448104,462956,911060,2011
49,438935,454693,893628,2011
50,425185,441620,866805,2011
51,415185,431636,846821,2011
52,395693,414395,810088,2011
53,392077,411259,803336,2011
54,384671,404190,788861,2011
55,377585,397845,775430,2011
56,371033,393238,764271,2011
57,355720,374737,730457,2011
58,349470,371063,720533,2011
59,348773,370683,719456,2011
60,362209,384880,747089,2011
61,364116,387857,751973,2011
62,379688,406334,786022,2011
63,371553,397477,769030,2011
64,370853,399412,770265,2011
65,285002,309954,594956,2011
66,291815,319607,611422,2011
67,292293,325189,617482,2011
68,288700,324140,612840,2011
69,287713,327531,615244,2011
70,313720,360445,674165,2011
71,305753,354816,660569,2011
72,292447,345690,638137,2011
73,266317,320479,586796,2011
74,244233,302571,546804,2011
75,244366,308260,552626,2011
76,230152,298435,528587,2011
77,216719,288418,505137,2011
78,200162,277061,477223,2011
79,191492,273713,465205,2011
80,187170,277831,465001,2011
81,160301,247053,407354,2011
82,144963,236524,381487,2011
83,132849,224073,356922,2011
84,113902,206958,320860,2011
85,99666,190600,290266,2011
86,85790,173739,259529,2011
87,74388,158557,232945,2011
88,60837,140742,201579,2011
89,50638,121334,171972,2011
90,40285,102945,143230,2011
91,21452,57204,78656,2011
92,12581,36323,48904,2011
93,10234,31168,41402,2011
94,9555,30787,40342,2011
95,8855,29881,38736,2011
96,6392,23388,29780,2011
97,4411,16894,21305,2011
98,2955,11785,14740,2011
99,1678,7529,9207,2011
100 e oltre,2136,10970,13106,2011
Totale,29014829,30933668,59948497,2011
0,276371,260976,537347,2012
1,284199,267521,551720,2012
2,288638,272305,560943,2012
3,291941,276194,568135,2012
4,291391,274233,565624,2012
5,292085,274353,566438,2012
6,290933,272236,563169,2012
7,292059,275749,567808,2012
8,289936,273229,563165,2012
9,287599,271383,558982,2012
10,290934,273859,564793,2012
11,296458,277727,574185,2012
12,290341,273613,563954,2012
13,291614,273119,564733,2012
14,290404,272846,563250,2012
15,291412,273193,564605,2012
16,291036,272355,563391,2012
17,295328,276474,571802,2012
18,302650,283674,586324,2012
19,314313,295815,610128,2012
20,313724,295950,609674,2012
21,316870,301848,618718,2012
22,315265,302850,618115,2012
23,321878,310649,632527,2012
24,314270,306373,620643,2012
25,315208,310013,625221,2012
26,324679,323551,648230,2012
27,332068,330562,662630,2012
28,339719,337857,677576,2012
29,349950,351057,701007,2012
30,353336,355580,708916,2012
31,363126,364182,727308,2012
32,375143,378094,753237,2012
33,396956,398956,795912,2012
34,410140,414062,824202,2012
35,429620,432952,862572,2012
36,451155,454385,905540,2012
37,470442,473688,944130,2012
38,467274,472566,939840,2012
39,472647,476752,949399,2012
40,476599,483711,960310,2012
41,473604,479402,953006,2012
42,486491,493757,980248,2012
43,482755,491145,973900,2012
44,484173,494596,978769,2012
45,491314,499410,990724,2012
46,490521,499519,990040,2012
47,496739,507206,1003945,2012
48,463790,478411,942201,2012
49,447093,464036,911129,2012
50,438002,455521,893523,2012
51,424271,442372,866643,2012
52,414236,432383,846619,2012
53,394705,415177,809882,2012
54,391094,411933,803027,2012
55,383438,404472,787910,2012
56,376209,398011,774220,2012
57,369584,393072,762656,2012
58,353981,374446,728427,2012
59,347559,370375,717934,2012
60,346670,369855,716525,2012
61,359837,383904,743741,2012
62,361558,386823,748381,2012
63,376695,405061,781756,2012
64,368344,396227,764571,2012
65,367416,397814,765230,2012
66,281885,308433,590318,2012
67,288280,317979,606259,2012
68,288316,323143,611459,2012
69,284304,321761,606065,2012
70,282976,324795,607771,2012
71,307960,357098,665058,2012
72,299524,351158,650682,2012
73,285869,341772,627641,2012
74,259553,316296,575849,2012
75,237140,297983,535123,2012
76,236452,302676,539128,2012
77,221687,292181,513868,2012
78,207810,281554,489364,2012
79,190524,269405,459929,2012
80,181207,264941,446148,2012
81,174754,267765,442519,2012
82,149547,236652,386199,2012
83,133558,225044,358602,2012
84,117944,211647,329591,2012
85,102648,193449,296097,2012
86,89057,176259,265316,2012
87,75568,158729,234297,2012
88,64787,142577,207364,2012
89,51941,122092,174033,2012
90,42398,105576,147974,2012
91,33288,88526,121814,2012
92,17333,48310,65643,2012
93,9992,30023,40015,2012
94,7914,25347,33261,2012
95,7250,24478,31728,2012
96,6605,23467,30072,2012
97,4745,18051,22796,2012
98,3132,12634,15766,2012
99,2066,8725,10791,2012
100 e oltre,2543,12892,15435,2012
Totale,29090347,31014838,60105185,2012
0,274396,259651,534047,2013
1,277263,261900,539163,2013
2,285627,268849,554476,2013
3,289965,273553,563518,2013
4,293142,277391,570533,2013
5,292645,275414,568059,2013
6,293208,275361,568569,2013
7,291830,273164,564994,2013
8,293038,276683,569721,2013
9,290885,274304,565189,2013
10,288628,272395,561023,2013
11,291961,274898,566859,2013
12,297654,278789,576443,2013
13,291474,274647,566121,2013
14,292462,274026,566488,2013
15,291460,273751,565211,2013
16,292705,274124,566829,2013
17,292756,273509,566265,2013
18,297615,278194,575809,2013
19,304931,286467,591398,2013
20,316728,299047,615775,2013
21,316248,299672,615920,2013
22,319945,306046,625991,2013
23,318710,307613,626323,2013
24,325955,315750,641705,2013
25,318445,311340,629785,2013
26,319702,314871,634573,2013
27,329253,328049,657302,2013
28,336685,334549,671234,2013
29,344069,341492,685561,2013
30,354403,354538,708941,2013
31,357437,358875,716312,2013
32,367257,367062,734319,2013
33,379047,380746,759793,2013
34,400364,401537,801901,2013
35,413265,416407,829672,2013
36,432642,434977,867619,2013
37,453647,456409,910056,2013
38,472710,475622,948332,2013
39,469243,474352,943595,2013
40,474635,478572,953207,2013
41,478236,485550,963786,2013
42,475248,481085,956333,2013
43,487731,495378,983109,2013
44,484038,492747,976785,2013
45,485085,496062,981147,2013
46,491914,500496,992410,2013
47,490987,500493,991480,2013
48,496794,508165,1004959,2013
49,463707,479248,942955,2013
50,446959,464796,911755,2013
51,437670,456235,893905,2013
52,423741,443104,866845,2013
53,413569,432864,846433,2013
54,393806,415553,809359,2013
55,389887,412280,802167,2013
56,382250,404470,786720,2013
57,374687,397821,772508,2013
58,367904,392716,760620,2013
59,352155,373954,726109,2013
60,345464,369650,715114,2013
61,344333,368874,713207,2013
62,357018,382561,739579,2013
63,358507,385196,743703,2013
64,373061,403174,776235,2013
65,364463,394031,758494,2013
66,363027,395395,758422,2013
67,278120,306228,584348,2013
68,283968,315606,599574,2013
69,283581,320373,603954,2013
70,279070,318785,597855,2013
71,277329,321350,598679,2013
72,301397,352887,654284,2013
73,292337,346553,638890,2013
74,278178,336737,614915,2013
75,251820,311125,562945,2013
76,229025,292442,521467,2013
77,227563,296314,523877,2013
78,212174,285070,497244,2013
79,197850,273683,471533,2013
80,180034,260768,440802,2013
81,170235,255072,425307,2013
82,162554,256292,418846,2013
83,137790,225089,362879,2013
84,121692,212333,334025,2013
85,106086,197679,303765,2013
86,91117,178928,270045,2013
87,77842,160835,238677,2013
88,64975,142792,207767,2013
89,54651,126324,180975,2013
90,43102,106197,149299,2013
91,34376,90055,124431,2013
92,26385,73811,100196,2013
93,13408,39462,52870,2013
94,7537,23847,31384,2013
95,5820,19690,25510,2013
96,5138,18384,23522,2013
97,4490,17149,21639,2013
98,3169,12956,16125,2013
99,2058,8647,10705,2013
100 e oltre,2752,13453,16205,2013
Totale,29193899,31083410,60277309,2013
0,263091,249049,512140,2014
1,274308,259608,533916,2014
2,277877,262572,540449,2014
3,286447,269587,556034,2014
4,290759,274306,565065,2014
5,293794,277866,571660,2014
6,293185,276012,569197,2014
7,293710,275776,569486,2014
8,292144,273641,565785,2014
9,293604,277238,570842,2014
10,291367,274615,565982,2014
11,289073,272872,561945,2014
12,292448,275256,567704,2014
13,298347,279321,577668,2014
14,292206,275148,567354,2014
15,293083,274494,567577,2014
16,292208,274255,566463,2014
17,293718,274593,568311,2014
18,294502,274399,568901,2014
19,299027,280140,579167,2014
20,306062,288638,594700,2014
21,318057,301664,619721,2014
22,317846,302634,620480,2014
23,322142,309559,631701,2014
24,321559,311394,632953,2014
25,328699,319720,648419,2014
26,321492,315090,636582,2014
27,322889,318142,641031,2014
28,332483,330807,663290,2014
29,339593,337225,676818,2014
30,346790,343940,690730,2014
31,357333,356746,714079,2014
32,360006,360870,720876,2014
33,369914,368913,738827,2014
34,381638,382576,764214,2014
35,402746,403282,806028,2014
36,415455,417982,833437,2014
37,434559,436474,871033,2014
38,455256,457696,912952,2014
39,474211,476954,951165,2014
40,470309,475396,945705,2014
41,475791,479722,955513,2014
42,479048,486621,965669,2014
43,475921,482175,958096,2014
44,488216,496315,984531,2014
45,484426,493857,978283,2014
46,485241,497040,982281,2014
47,491658,500972,992630,2014
48,490621,500749,991370,2014
49,496284,508508,1004792,2014
50,463119,479485,942604,2014
51,446108,464957,911065,2014
52,436677,456328,893005,2014
53,422531,443089,865620,2014
54,412256,432943,845199,2014
55,392437,415471,807908,2014
56,388391,412007,800398,2014
57,380475,403875,784350,2014
58,372654,397037,769691,2014
59,365765,391890,757655,2014
60,349971,372885,722856,2014
61,343019,368357,711376,2014
62,341571,367457,709028,2014
63,353753,380681,734434,2014
64,355002,383108,738110,2014
65,369118,400647,769765,2014
66,360211,391258,751469,2014
67,357958,392470,750428,2014
68,273815,303629,577444,2014
69,279245,312739,591984,2014
70,278239,317047,595286,2014
71,273468,315237,588705,2014
72,271197,317400,588597,2014
73,294134,348255,642389,2014
74,284585,341565,626150,2014
75,270055,331186,601241,2014
76,243711,305376,549087,2014
77,220598,286405,507003,2014
78,218284,289329,507613,2014
79,202297,277333,479630,2014
80,187304,265009,452313,2014
81,169272,251571,420843,2014
82,158781,244531,403312,2014
83,150477,244227,394704,2014
84,126266,212887,339153,2014
85,110172,199094,309266,2014
86,94859,183266,278125,2014
87,80117,164164,244281,2014
88,67163,145744,212907,2014
89,55318,127451,182769,2014
90,45541,110823,156364,2014
91,35120,91708,126828,2014
92,27352,76257,103609,2014
93,20601,60836,81437,2014
94,10166,31669,41835,2014
95,5485,18744,24229,2014
96,4227,15148,19375,2014
97,3562,13596,17158,2014
98,2994,12368,15362,2014
99,2043,9110,11153,2014
100 e oltre,2914,14338,17252,2014
Totale,29241521,31104396,60345917,2014
0,257024,242916,499940,2015
1,262728,248720,511448,2015
2,273801,259094,532895,2015
3,277707,262193,539900,2015
4,286208,269439,555647,2015
5,290660,274255,564915,2015
6,293514,277703,571217,2015
7,292919,275863,568782,2015
8,293483,275646,569129,2015
9,292026,273581,565607,2015
10,293605,277324,570929,2015
11,291357,274698,566055,2015
12,289200,273046,562246,2015
13,292610,275346,567956,2015
14,298910,279597,578507,2015
15,292906,275346,568252,2015
16,293706,274741,568447,2015
17,293354,274592,567946,2015
18,295461,275267,570728,2015
19,296196,275871,572067,2015
20,300146,281729,581875,2015
21,306613,290228,596841,2015
22,319072,303644,622716,2015
23,318700,304910,623610,2015
24,323485,311741,635226,2015
25,322677,313495,636172,2015
26,329811,321616,651427,2015
27,322598,316685,639283,2015
28,323838,319565,643403,2015
29,333465,331866,665331,2015
30,340419,338119,678538,2015
31,347571,344702,692273,2015
32,358021,357517,715538,2015
33,360733,361340,722073,2015
34,370525,369258,739783,2015
35,382058,383052,765110,2015
36,403200,403526,806726,2015
37,415673,417966,833639,2015
38,434593,436564,871157,2015
39,454973,457831,912804,2015
40,473835,476897,950732,2015
41,469871,475376,945247,2015
42,475287,479818,955105,2015
43,478441,486782,965223,2015
44,475327,482280,957607,2015
45,487372,496417,983789,2015
46,483508,493744,977252,2015
47,484199,496971,981170,2015
48,490430,500680,991110,2015
49,489330,500229,989559,2015
50,494798,507939,1002737,2015
51,461668,479116,940784,2015
52,444572,464282,908854,2015
53,435068,455881,890949,2015
54,420784,442327,863111,2015
55,410440,432129,842569,2015
56,390470,414508,804978,2015
57,386480,410901,797381,2015
58,378206,402768,780974,2015
59,370303,395793,766096,2015
60,363367,390495,753862,2015
61,347396,371465,718861,2015
62,340215,366633,706848,2015
63,338447,365549,703996,2015
64,350234,378570,728804,2015
65,351362,380743,732105,2015
66,364783,397936,762719,2015
67,355537,388513,744050,2015
68,352690,389142,741832,2015
69,269542,300848,570390,2015
70,274323,309661,583984,2015
71,272828,313693,586521,2015
72,267714,311586,579300,2015
73,264916,313292,578208,2015
74,286601,343459,630060,2015
75,276728,336287,613015,2015
76,261569,325315,586884,2015
77,235069,299262,534331,2015
78,212053,279834,491887,2015
79,208514,281748,490262,2015
80,192113,268941,461054,2015
81,176607,255752,432359,2015
82,158764,241422,400186,2015
83,147406,233353,380759,2015
84,138188,231370,369558,2015
85,114599,200100,314699,2015
86,98780,185248,284028,2015
87,84022,168470,252492,2015
88,69610,149138,218748,2015
89,57239,130480,187719,2015
90,46367,112174,158541,2015
91,37409,95805,133214,2015
92,28203,77591,105794,2015
93,21417,63285,84702,2015
94,15765,49376,65141,2015
95,7552,25137,32689,2015
96,3998,14515,18513,2015
97,2994,11489,14483,2015
98,2435,9951,12386,2015
99,1998,8730,10728,2015
100 e oltre,3026,15394,18420,2015
Totale,29228315,31067182,60295497,2015
0,248474,234503,482977,2016
1,256954,242753,499707,2016
2,262071,248046,510117,2016
3,273332,258472,531804,2016
4,277314,261860,539174,2016
5,286000,269014,555014,2016
6,290495,273921,564416,2016
7,293071,277236,570307,2016
8,292714,275662,568376,2016
9,293478,275358,568836,2016
10,291809,273389,565198,2016
11,293508,277175,570683,2016
12,291390,274631,566021,2016
13,289277,273019,562296,2016
14,292798,275279,568077,2016
15,299427,279630,579057,2016
16,293672,275410,569082,2016
17,294786,274979,569765,2016
18,295551,275171,570722,2016
19,298107,276507,574614,2016
20,297986,277203,575189,2016
21,301681,282973,584654,2016
22,307779,291652,599431,2016
23,320541,305212,625753,2016
24,320083,306323,626406,2016
25,325190,313102,638292,2016
26,324163,314741,638904,2016
27,331241,322703,653944,2016
28,324127,317728,641855,2016
29,325440,320351,645791,2016
30,334869,332477,667346,2016
31,341615,338566,680181,2016
32,348424,345034,693458,2016
33,359018,357812,716830,2016
34,361522,361456,722978,2016
35,371593,369416,741009,2016
36,382630,383029,765659,2016
37,403662,403546,807208,2016
38,416077,417977,834054,2016
39,434613,436590,871203,2016
40,454769,457715,912484,2016
41,473527,476626,950153,2016
42,469437,475114,944551,2016
43,474884,479524,954408,2016
44,477838,486396,964234,2016
45,474512,481890,956402,2016
46,486455,496009,982464,2016
47,482453,493334,975787,2016
48,483006,496528,979534,2016
49,489062,500049,989111,2016
50,487896,499459,987355,2016
51,493112,506986,1000098,2016
52,459958,478271,938229,2016
53,442921,463407,906328,2016
54,433153,454903,888056,2016
55,418786,441306,860092,2016
56,408451,430989,839440,2016
57,388218,413339,801557,2016
58,384321,409442,793763,2016
59,375701,401306,777007,2016
60,367712,394070,761782,2016
61,360467,388687,749154,2016
62,344519,369593,714112,2016
63,337144,364697,701841,2016
64,334827,363373,698200,2016
65,346468,376067,722535,2016
66,347240,378044,725284,2016
67,359887,394927,754814,2016
68,350198,385242,735440,2016
69,346792,385509,732301,2016
70,264627,297725,562352,2016
71,268994,306256,575250,2016
72,266724,309729,576453,2016
73,261148,307140,568288,2016
74,257933,308429,566362,2016
75,278103,337725,615828,2016
76,267718,329979,597697,2016
77,251863,318372,570235,2016
78,225536,291763,517299,2016
79,202151,271832,473983,2016
80,197720,272564,470284,2016
81,180907,259008,439915,2016
82,164759,244593,409352,2016
83,146783,229533,376316,2016
84,134914,219734,354648,2016
85,124952,216264,341216,2016
86,102058,185166,287224,2016
87,86724,169076,255800,2016
88,72431,151869,224300,2016
89,58874,131864,190738,2016
90,47285,113300,160585,2016
91,37499,95411,132910,2016
92,29601,79857,109458,2016
93,21657,63309,84966,2016
94,16099,50295,66394,2016
95,11326,38015,49341,2016
96,5302,18968,24270,2016
97,2721,10525,13246,2016
98,1992,8150,10142,2016
99,1534,6724,8258,2016
100 e oltre,2913,14785,17698,2016
Totale,29193044,30970668,60163712,2016
0,241228,228728,469956,2017
1,248341,234634,482975,2017
2,256565,242535,499100,2017
3,261241,247328,508569,2017
4,272739,257945,530684,2017
5,276899,261416,538315,2017
6,285572,268651,554223,2017
7,289958,273526,563484,2017
8,292572,276877,569449,2017
9,292308,275426,567734,2017
10,293118,275233,568351,2017
11,291479,273280,564759,2017
12,293283,276949,570232,2017
13,291179,274469,565648,2017
14,289177,272829,562006,2017
15,292769,275138,567907,2017
16,299939,279574,579513,2017
17,295044,275376,570420,2017
18,299947,275422,575369,2017
19,301274,276264,577538,2017
20,302504,277669,580173,2017
21,302060,278394,580454,2017
22,304489,284180,588669,2017
23,310158,293110,603268,2017
24,323099,306521,629620,2017
25,321959,307576,629535,2017
26,328131,314305,642436,2017
27,326046,315961,642007,2017
28,333278,323900,657178,2017
29,325867,318828,644695,2017
30,327139,321317,648456,2017
31,336419,333056,669475,2017
32,342831,339055,681886,2017
33,349257,345399,694656,2017
34,359915,358124,718039,2017
35,362128,361717,723845,2017
36,372475,369437,741912,2017
37,382784,383077,765861,2017
38,403876,403454,807330,2017
39,416128,417703,833831,2017
40,434372,436419,870791,2017
41,454456,457395,911851,2017
42,472913,476278,949191,2017
43,468875,474618,943493,2017
44,474374,478948,953322,2017
45,477057,485881,962938,2017
46,473526,481415,954941,2017
47,485398,495362,980760,2017
48,481428,492690,974118,2017
49,481861,495995,977856,2017
50,487824,499262,987086,2017
51,486370,498679,985049,2017
52,491565,506056,997621,2017
53,458371,477327,935698,2017
54,441100,462369,903469,2017
55,431260,453861,885121,2017
56,416879,440114,856993,2017
57,406309,429802,836111,2017
58,386041,411964,798005,2017
59,381812,408019,789831,2017
60,373298,399758,773056,2017
61,365055,392325,757380,2017
62,357654,386942,744596,2017
63,341549,367794,709343,2017
64,333942,362669,696611,2017
65,331416,361030,692446,2017
66,342570,373652,716222,2017
67,342718,375279,717997,2017
68,354712,391756,746468,2017
69,344748,381850,726598,2017
70,340863,381705,722568,2017
71,259602,294474,554076,2017
72,263439,302586,566025,2017
73,260372,305626,565998,2017
74,254420,302547,556967,2017
75,250642,303385,554027,2017
76,269390,331814,601204,2017
77,258690,323180,581870,2017
78,242331,311084,553415,2017
79,215848,284208,500056,2017
80,192451,263653,456104,2017
81,186918,263179,450097,2017
82,169654,248719,418373,2017
83,153241,233268,386509,2017
84,135171,217424,352595,2017
85,122931,206292,329223,2017
86,112240,201195,313435,2017
87,90570,170537,261107,2017
88,75497,153693,229190,2017
89,62055,135815,197870,2017
90,49465,116076,165541,2017
91,38744,98132,136876,2017
92,30050,80943,110993,2017
93,23238,66322,89560,2017
94,16590,51497,68087,2017
95,11864,39690,51554,2017
96,8179,29445,37624,2017
97,3704,14256,17960,2017
98,1882,7725,9607,2017
99,1314,5831,7145,2017
100 e oltre,2671,13887,16558,2017
Totale,29178654,30888080,60066734,2017
0,234151,220915,455066,2018
1,241422,228990,470412,2018
2,248127,234683,482810,2018
3,256349,242295,498644,2018
4,260667,246685,507352,2018
5,272287,257429,529716,2018
6,276525,261051,537576,2018
7,285109,268393,553502,2018
8,289604,273114,562718,2018
9,292160,276713,568873,2018
10,292094,275230,567324,2018
11,292925,275158,568083,2018
12,291228,273250,564478,2018
13,293251,276933,570184,2018
14,291323,274611,565934,2018
15,289397,272785,562182,2018
16,293398,275243,568641,2018
17,302253,279736,581989,2018
18,302995,276335,579330,2018
19,310352,276933,587285,2018
20,307475,277991,585466,2018
21,307927,279695,587622,2018
22,306012,280254,586266,2018
23,307961,286044,594005,2018
24,312942,294761,607703,2018
25,325985,308048,634033,2018
26,323901,308621,632522,2018
27,330565,315371,645936,2018
28,327464,317051,644515,2018
29,334849,324785,659634,2018
30,327100,319536,646636,2018
31,328389,322059,650448,2018
32,337325,333392,670717,2018
33,343520,339536,683056,2018
34,349656,345759,695415,2018
35,360505,358356,718861,2018
36,362370,361916,724286,2018
37,372836,369423,742259,2018
38,382746,383049,765795,2018
39,403771,403283,807054,2018
40,415837,417390,833227,2018
41,433945,436186,870131,2018
42,453757,457176,910933,2018
43,472198,475962,948160,2018
44,468199,474308,942507,2018
45,473559,478447,952006,2018
46,476223,485328,961551,2018
47,472493,480790,953283,2018
48,484335,494802,979137,2018
49,480303,492006,972309,2018
50,480580,495334,975914,2018
51,486478,498410,984888,2018
52,484758,497597,982355,2018
53,489902,504982,994884,2018
54,456695,476246,932941,2018
55,439536,461194,900730,2018
56,429500,452738,882238,2018
57,414957,438847,853804,2018
58,404152,428318,832470,2018
59,383847,410519,794366,2018
60,379375,406350,785725,2018
61,370517,397946,768463,2018
62,362120,390419,752539,2018
63,354672,385062,739734,2018
64,338289,365709,703998,2018
65,330506,360443,690949,2018
66,327913,358837,686750,2018
67,338185,371028,709213,2018
68,338055,372375,710430,2018
69,349193,388241,737434,2018
70,338859,378008,716867,2018
71,334372,377512,711884,2018
72,254147,290767,544914,2018
73,257271,298366,555637,2018
74,253537,301054,554591,2018
75,247035,297431,544466,2018
76,242491,297729,540220,2018
77,259761,324864,584625,2018
78,248606,315430,564036,2018
79,231777,302592,534369,2018
80,205214,275421,480635,2018
81,181546,254323,435869,2018
82,174921,252162,427083,2018
83,157393,236817,394210,2018
84,140744,220396,361140,2018
85,122794,203753,326547,2018
86,110032,191007,301039,2018
87,99045,184256,283301,2018
88,78408,154077,232485,2018
89,64174,136402,200576,2018
90,51737,118638,170375,2018
91,40143,99427,139570,2018
92,30650,82326,112976,2018
93,23208,66497,89705,2018
94,17466,53178,70644,2018
95,12074,40152,52226,2018
96,8400,30307,38707,2018
97,5626,21681,27307,2018
98,2445,10250,12695,2018
99,1264,5425,6689,2018
100 e oltre,2334,12650,14984,2018
Totale,29156469,30781300,59937769,2018
0,221685,209322,431007,2019
1,234386,221360,455746,2019
2,241671,229142,470813,2019
3,248155,234791,482946,2019
4,256257,241983,498240,2019
5,260616,246502,507118,2019
6,272398,257211,529609,2019
7,276672,261137,537809,2019
8,285251,268440,553691,2019
9,289719,273327,563046,2019
10,292417,276854,569271,2019
11,292452,275360,567812,2019
12,293239,275337,568576,2019
13,291565,273470,565035,2019
14,293836,277332,571168,2019
15,292016,274845,566861,2019
16,290476,273141,563617,2019
17,295127,275663,570790,2019
18,306068,280805,586873,2019
19,307554,277981,585535,2019
20,313559,278559,592118,2019
21,310367,279760,590127,2019
22,310066,281529,591595,2019
23,308282,282222,590504,2019
24,310034,287929,597963,2019
25,314552,295813,610365,2019
26,327377,309013,636390,2019
27,325160,309439,634599,2019
28,331737,315976,647713,2019
29,328580,317952,646532,2019
30,336140,325542,661682,2019
31,328519,320439,648958,2019
32,329625,322805,652430,2019
33,338601,333935,672536,2019
34,344688,340206,684894,2019
35,350654,346311,696965,2019
36,361816,359005,720821,2019
37,363353,362537,725890,2019
38,373968,370021,743989,2019
39,383565,383503,767068,2019
40,404602,403489,808091,2019
41,416373,417606,833979,2019
42,434347,436238,870585,2019
43,453871,457197,911068,2019
44,472267,476041,948308,2019
45,468310,474216,942526,2019
46,473273,478371,951644,2019
47,475915,484958,960873,2019
48,471964,480428,952392,2019
49,483524,494321,977845,2019
50,479538,491414,970952,2019
51,479659,494767,974426,2019
52,485399,497603,983002,2019
53,483386,496845,980231,2019
54,488422,503941,992363,2019
55,455137,475227,930364,2019
56,437987,460125,898112,2019
57,427661,451673,879334,2019
58,413040,437639,850679,2019
59,401980,426948,828928,2019
60,381659,409121,790780,2019
61,376891,404686,781577,2019
62,367913,396279,764192,2019
63,359220,388661,747881,2019
64,351583,383041,734624,2019
65,335079,363608,698687,2019
66,327125,358334,685459,2019
67,324044,356386,680430,2019
68,333553,368268,701821,2019
69,333082,369230,702312,2019
70,343511,384579,728090,2019
71,332677,373966,706643,2019
72,327411,373031,700442,2019
73,248503,286936,535439,2019
74,250729,294077,544806,2019
75,246473,296099,542572,2019
76,239355,292150,531505,2019
77,234110,291653,525763,2019
78,250102,317534,567636,2019
79,238254,307068,545322,2019
80,220747,293682,514429,2019
81,194208,265955,460163,2019
82,170547,244166,414713,2019
83,163189,240485,403674,2019
84,145398,224338,369736,2019
85,128393,206790,335183,2019
86,110640,189589,300229,2019
87,97788,175587,273375,2019
88,86747,167490,254237,2019
89,67202,137574,204776,2019
90,53941,119934,173875,2019
91,42805,102465,145270,2019
92,32334,84147,116481,2019
93,24059,68264,92323,2019
94,17734,53762,71496,2019
95,13009,41874,54883,2019
96,8761,31075,39836,2019
97,5941,22901,28842,2019
98,3829,15821,19650,2019
99,1616,7369,8985,2019
100 e oltre,2175,11957,14132,2019
Totale,29131195,30685478,59816673,2019
